area,extent,centroid,surface_area,complexity,sphericity,major_axis_length,minor_axis_length,bbox,solidity,Genotype,image_name,volume_ratio
21933.0,0.0993558382257012,"(6.27729904709798, 183.21041353212055, 187.91993799297862)",3112.539732257576,7.046657034669124,1.2174035940821493,110.19606726364565,10.938903215595356,"(2, 88, 107, 14, 234, 233)",0.2689416698343408,APPPS1,B_2_M04_OC_B_2_M04_OC_L23_P+_031123_2 - B_2_M04_OC.lif_,0.28048749296639214
30814.0,0.1256432212028542,"(6.338255338482508, 200.39611864736807, 219.55906406179008)",5042.171403022306,6.111255952451342,0.9426820516909904,162.96155638216325,9.919660219581862,"(1, 123, 167, 16, 273, 276)",0.3070897530445875,APPPS1xFIRE,F_2_M04_OC_F_2_M04_OC_DGM_P+_231123_1 - F_2_M04_OC.lif_,0.3769112214692859
44422.0,0.0906482630272952,"(19.450249876187474, 198.98500742875152, 204.0109405249651)",9232.05659587322,4.811712270032754,0.657028797116527,152.92157621887432,22.612526846160737,"(2, 146, 136, 28, 270, 288)",0.2401448805276246,APPPS1,C_2_M04_OC_C_2_M04_OC_DGM_P+_161123_1 - C_2_M04_OC.lif_,0.18771339711301174
90777.0,0.1348881096020684,"(12.060995626645516, 185.1397380393712, 221.30576026967182)",6378.853412067821,14.230927430980577,1.5312944899997298,120.85881428933476,19.35867256816811,"(2, 113, 126, 25, 267, 316)",0.3450311290849797,APPPS1,A_4_M04_OC_A_4_M04_OC_L23_P+_201223_2 - A_4_M04_OC.lif_,0.5804156010230179
264627.0,0.2998402374909354,"(14.572458592660613, 226.5020236030337, 198.21193604583056)",10504.45199019691,25.19189009069282,1.8975802848856116,158.98529595761644,25.161179705070573,"(1, 125, 121, 29, 322, 281)",0.5901030679552762,APPPS1xFIRE,D_3_M04_OC_D_3_M04_OC_L4_P+_221123_1 - D_3_M04_OC.lif_,0.726594032981697
48967.0,0.0608766677772749,"(12.420262625850063, 201.43120877325546, 243.64633324483836)",9971.42793861438,4.910730970674236,0.6491261441285037,202.23584098797105,17.976448485481054,"(3, 85, 161, 25, 266, 363)",0.1455081955521746,APPPS1,B_2_M04_OC_B_2_M04_OC_CA1_P+_031123_1 - B_2_M04_OC.lif (default)_,0.11736015741652826
6743.0,0.0963285714285714,"(9.881951653566661, 191.83701616491177, 227.9523950763755)",2629.739607578569,2.564132197943685,0.6563570434911449,84.1050661679003,11.159699337895225,"(4, 167, 164, 18, 217, 264)",0.2265716877793085,APPPS1,H_1_M04_OC_H_1_M04_OC_L23_P+_110124_1 - H_1_M04_OC.lif_,0.05107714216458611
28505.0,0.2593957593957594,"(9.981476933871251, 203.04753552008418, 199.77263637958254)",2444.4601196778262,11.66106158596561,1.846071559889385,97.24944510441487,9.38770169441074,"(4, 159, 148, 15, 249, 259)",0.48112952773183,APPPS1xFIRE,D_3_M04_OC_D_3_M04_OC_CA1_P+_221123_1 - D_3_M04_OC.lif_,0.5204396487192128
53198.0,0.2352062110922467,"(10.771476371292154, 202.7681303808414, 211.12519267641642)",4512.6377203719785,11.78867068363176,1.51583009530422,106.9183928328516,14.898268525266795,"(2, 152, 153, 21, 248, 277)",0.4981086142322097,APPPS1xFIRE,D_4_M04_OC_D_4_M04_OC_CA1_P+_221123_1 - D_4_M04_OC.lif_,1.0871599942778902
10734.0,0.1082776847499344,"(8.43599776411403, 154.99534190422955, 222.82345817029997)",2988.700582557638,3.591527389074945,0.7873650083919632,102.54642789072048,9.396290925194384,"(2, 126, 173, 16, 199, 270)",0.2943241020016451,APPPS1xFIRE,C_1_M04_OC_C_1_M04_OC_CA1_P+_151123_1 - C_1_M04_OC.lif_,0.2860569235689159
27775.0,0.176416412601626,"(17.475823582358235, 196.1511791179118, 203.12417641764176)",3253.2017917628395,8.537742746338932,1.3633556639963822,90.28668105922468,14.034773324983664,"(10, 161, 129, 25, 243, 257)",0.3925240248728095,APPPS1xFIRE,C_1_M04_OC_C_1_M04_OC_L4_P+_151123_1 - C_1_M04_OC.lif_,0.5623949622370259
66242.0,0.2151566529599387,"(14.798798345460584, 194.66752211587814, 222.83314211527428)",6610.231597093815,10.021131487907816,1.1977230464571018,124.2165550892048,19.749175977375785,"(3, 149, 154, 26, 246, 292)",0.4625934900870828,APPPS1,F_3_M04_OC_F_3_M04_OC_L23_P+_231123_1 - F_3_M04_OC.lif_,1.8761718639363298
21161.0,0.1792090108401084,"(8.828930579840272, 216.88573318841264, 226.000472567459)",3173.083519197264,6.668907348947869,1.1659862058976929,163.21532211589317,6.797761481727093,"(4, 179, 137, 13, 261, 297)",0.3651092170192208,APPPS1xFIRE,B_4_M04_OC_B_4_M04_OC_L23_P+_131123_1 - B_4_M04_OC.lif_,0.19041320231796421
336977.0,0.1985085511774658,"(12.433605260893177, 222.22708077999388, 237.65979280485018)",12875.682500534684,26.17158352467968,1.8187822420886883,224.06807979495963,22.684923256025414,"(1, 99, 147, 25, 370, 408)",0.4033198963983588,APPPS1xFIRE,D_3_M04_OC_D_3_M04_OC_L1_P+_221123_1 - D_3_M04_OC.lif (default)_,6.5991109196302675
